"id","total_2011","total_2012","total_2013","population_2011","population_2012","population_2013","rate_2011","rate_2012","rate_2013"
"7053",0,0,0,0,0,8292,0,0,0
"7054",31,20,38,27739,28090,28422,1.1,0.71,1.3
"7055",8,4,2,5221,5260,5317,1.5,0.76,0.38
"7056",3,3,1,11688,11885,12080,0.26,0.25,0.083
"7057",24,19,23,72908,74236,75457,0.33,0.26,0.3
"7059",137,148,169,207975,211086,214175,0.66,0.7,0.79
"7060",3,0,1,12218,0,12389,0.25,0,0.081
"7061",48,34,39,86014,87205,88578,0.56,0.39,0.44
"7062",23,26,26,17574,17680,17824,1.3,1.5,1.5
"7063",0,3,1,0,3968,4034,0,0.76,0.25
"7064",9,24,11,44164,44147,44326,0.2,0.54,0.25
"7065",285,232,212,116416,118237,120008,2.4,2,1.8
"7066",12,8,17,21064,21156,21294,0.57,0.38,0.8
"7067",5,1,2,11225,11296,11500,0.45,0.089,0.17
"7068",39,34,36,30670,30832,31037,1.3,1.1,1.2
"7069",60,44,44,51994,52502,53008,1.2,0.84,0.83
"7070",2,1,1,13462,13461,13527,0.15,0.074,0.074
"7071",47,27,34,28800,29005,29233,1.6,0.93,1.2
"7072",19,20,11,32274,32616,33020,0.59,0.61,0.33
"7073",6,1,4,9365,9408,9590,0.64,0.11,0.42
"7074",221,152,146,43075,43898,44662,5.1,3.5,3.3
"7075",10,7,6,26172,26320,26496,0.38,0.27,0.23
"7076",5,8,4,26017,26224,26488,0.19,0.31,0.15
"7077",9,14,3,59206,59718,60282,0.15,0.23,0.05
"7078",392,362,369,195354,198612,201806,2,1.8,1.8
"7079",9,12,36,34510,34998,35442,0.26,0.34,1
"7080",11,9,1,39212,39444,39735,0.28,0.23,0.025
"7081",16,15,23,42640,43632,44486,0.38,0.34,0.52
"7082",5,7,5,12856,13017,13278,0.39,0.54,0.38
"7083",3,2,10,17878,18089,18358,0.17,0.11,0.54
"7084",5,4,5,8270,8288,8346,0.6,0.48,0.6
"7085",2,0,6,10118,0,10398,0.2,0,0.58
"7086",21,19,7,22162,22503,22884,0.95,0.84,0.31
"7087",95,46,38,36280,36604,36960,2.6,1.3,1
"7088",3,2,2,2318,2326,2362,1.3,0.86,0.85
"7089",1020,1011,982,337446,343209,348574,3,2.9,2.8
"7090",4,4,3,4230,4251,4280,0.95,0.94,0.7
"7091",8,14,8,12917,13300,13573,0.62,1.1,0.59
"7092",20,18,12,42654,43132,43618,0.47,0.42,0.28
"7093",29,22,12,41224,41427,41724,0.7,0.53,0.29
"7094",16,10,6,39441,40118,40732,0.41,0.25,0.15
"7096",9,28,15,74344,75413,76330,0.12,0.37,0.2
"7097",233,211,177,87862,88720,89569,2.7,2.4,2
"7098",0,1,0,0,6676,6826,0,0.15,0
"7099",16,21,16,77530,79133,80830,0.21,0.27,0.2
"7100",4,9,4,32842,33153,33514,0.12,0.27,0.12
"7101",2030,2140,2460,582000,591495,600503,3.5,3.6,4.1
"7102",45,22,30,39450,39982,40488,1.1,0.55,0.74
"7103",5,11,6,29303,30113,30577,0.17,0.37,0.2
"7104",5,4,0,14629,14812,15052,0.34,0.27,0
"7105",5,6,3,14518,14630,14744,0.34,0.41,0.2
"7106",6,22,24,63645,64267,64964,0.094,0.34,0.37
"7107",24,16,57,77820,78824,79802,0.31,0.2,0.71
"7108",49,59,95,102324,103304,104320,0.48,0.57,0.91
"7109",32,29,21,35284,35649,36040,0.91,0.81,0.58
"7110",0,1,1,0,7104,7221,0,0.14,0.14
"7111",12,7,2,38215,38968,39602,0.31,0.18,0.051
"7112",4,6,9,30116,30439,30784,0.13,0.2,0.29
"7113",1,0,0,5129,0,0,0.19,0,0
"7114",33,30,30,18088,18319,18593,1.8,1.6,1.6
"7115",2,2,2,11724,11779,11906,0.17,0.17,0.17
"7116",3,5,7,10268,10393,10616,0.29,0.48,0.66
"7117",0,1,0,0,7162,0,0,0.14,0
"7118",1,0,1,4919,0,5297,0.2,0,0.19
"7119",7,3,2,3368,3419,3470,2.1,0.88,0.58
"8001",13,15,17,11832,11831,11875,1.1,1.3,1.4
"8002",60,53,60,23740,24132,24480,2.5,2.2,2.5
"8003",11,13,13,8786,8840,8888,1.3,1.5,1.5
"8004",15,10,8,12134,12868,13470,1.2,0.78,0.59
"8005",48,39,22,25120,25370,25618,1.9,1.5,0.86
"8006",2,3,0,6291,6343,0,0.32,0.47,0
"8007",33,29,25,18541,18755,18958,1.8,1.5,1.3
"8008",22,29,23,15019,15153,15303,1.5,1.9,1.5
"8009",55,68,41,29668,29740,29872,1.9,2.3,1.4
"8010",17,12,12,23593,23830,24113,0.72,0.5,0.5
"8011",225,192,123,51023,51454,51880,4.4,3.7,2.4
"8012",9,6,6,9144,9230,9294,0.98,0.65,0.65
"8013",6,5,14,11406,11780,12060,0.53,0.42,1.2
"8014",0,2,2,0,2459,2489,0,0.81,0.8
"8015",0,2,1,0,1828,1840,0,1.1,0.54
"8016",6,9,2,4226,4323,4388,1.4,2.1,0.46
"8017",383,224,226,165416,168616,171473,2.3,1.3,1.3
"8018",20,12,11,5752,5834,5902,3.5,2.1,1.9
"8019",7709,6165,5145,869356,882346,894154,8.9,7,5.8
"8020",9,8,13,8935,9090,9220,1,0.88,1.4
"8021",533,457,447,146134,148191,150058,3.6,3.1,3
"8022",4,2,3,3079,3128,3156,1.3,0.64,0.95
"8023",5,2,0,6638,6757,0,0.75,0.3,0
"8024",8,10,8,4130,4164,4194,1.9,2.4,1.9
"8025",4,0,1,9111,0,9474,0.44,0,0.11
"8026",9,3,12,3368,3386,3399,2.7,0.89,3.5
"8027",99,114,69,52193,52814,53430,1.9,2.2,1.3
"8028",18,5,8,6481,6203,6014,2.8,0.81,1.3
"8029",125,185,142,55530,55880,56304,2.3,3.3,2.5
"8030",16,13,15,9522,9660,9778,1.7,1.3,1.5
"8031",81,61,21,41688,42130,42500,1.9,1.4,0.49
"8032",305,231,277,112476,113584,114662,2.7,2,2.4
"8033",2,1,2,1099,1107,1110,1.8,0.9,1.8
"8034",3,9,1,7238,7302,7348,0.41,1.2,0.14
"8035",27,16,17,12006,12355,12702,2.2,1.3,1.3
"8036",133,70,119,43049,43328,43622,3.1,1.6,2.7
"8037",16023,8545,5318,1386239,1395302,1405629,12,6.1,3.8
"8038",10,21,3,5249,5312,5348,1.9,4,0.56
"8039",5,3,5,4200,4217,4232,1.2,0.71,1.2
"8040",28,34,20,30437,30224,30128,0.92,1.1,0.66
"8041",0,4,4,0,1948,1937,0,2.1,2.1
"8043",3,4,2,3207,3212,3214,0.94,1.2,0.62
"8044",12,23,5,4726,4763,4793,2.5,4.8,1
"8045",186,267,104,46078,46562,47019,4,5.7,2.2
"8046",23,20,19,8876,9046,9187,2.6,2.2,2.1
"8047",9,9,8,5529,5561,5586,1.6,1.6,1.4
"8048",11,10,9,24310,24599,25008,0.45,0.41,0.36
"8049",2,0,0,2953,0,0,0.68,0,0
"8050",139,86,62,62796,63696,64521,2.2,1.4,0.96
"8051",24,11,23,8134,8307,8484,3,1.3,2.7
"8052",46,39,35,28572,29304,29916,1.6,1.3,1.2
"8053",21,4,5,4738,4439,4234,4.4,0.9,1.2
"8054",15,6,5,8322,8366,8418,1.8,0.72,0.59
"8055",52,32,31,17613,17778,17930,3,1.8,1.7
"8056",2,0,2,2354,0,2397,0.85,0,0.83
"8057",1,1,0,2383,2395,0,0.42,0.42,0
"8058",5,6,1,3161,3210,3237,1.6,1.9,0.31
"8059",4,11,21,4935,4950,4963,0.81,2.2,4.2
"8060",12,6,11,10929,11025,11088,1.1,0.54,0.99
"8061",9,14,13,3779,3770,3760,2.4,3.7,3.5
"8062",52,28,18,34476,35065,35570,1.5,0.8,0.51
"8063",14,7,9,6438,6450,6464,2.2,1.1,1.4
"8064",1,2,0,1940,1958,0,0.52,1,0
"8065",48,41,34,21184,21334,21497,2.3,1.9,1.6
"8066",21,14,12,8542,8635,8678,2.5,1.6,1.4
"8067",9,9,11,5485,5586,5655,1.6,1.6,1.9
"9002",2745,2744,2157,417034,414231,411739,6.6,6.6,5.2
"9003",4092,3467,3190,624598,621969,619357,6.6,5.6,5.2
"9004",543,393,348,190081,190840,191433,2.9,2.1,1.8
"9005",7705,7012,6889,1194168,1188169,1182741,6.5,5.9,5.8
"9006",2743,2503,2153,386378,383611,381208,7.1,6.5,5.6
"9007",10092,9846,8519,1830454,1821335,1814171,5.5,5.4,4.7
"9008",692,572,543,242210,242332,242355,2.9,2.4,2.2
"9009",144,171,173,134234,135225,135995,1.1,1.3,1.3
"9010",3613,3239,3063,734825,734763,734469,4.9,4.4,4.2
"9011",1326,1192,1142,365060,365302,365490,3.6,3.3,3.1
"9012",3262,2558,2090,663032,665408,666918,4.9,3.8,3.1
"9013",1551,1403,1175,419305,418799,418309,3.7,3.4,2.8
"9014",3565,3056,2536,394675,396736,397652,9,7.7,6.4
"9015",7072,6589,5460,537235,537010,536404,13,12,10
"9016",3606,3070,2395,379368,380310,380634,9.5,8.1,6.3
"9017",4197,3650,2984,433003,429313,426183,9.7,8.5,7
